symbol,timeframe,strategy,side,entry_time,entry_price,stop,tp,size,exit_time,exit_price,pnl,reason,entry_level,oi_filtered
ETHUSDT,15m,FifteenMinStrategy,short,1726470000.0,2295.82,2305.5052800000003,2066.238,1,1726472700.0,2310.69,-14.86999999999989,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1726473600.0,2312.02,2283.4191299999998,2543.222,1,1726497000.0,2281.56,-30.460000000000036,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,long,1726497900.0,2278.15,2265.62112,2505.965,1,1726534800.0,2264.99,-13.16000000000031,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1726541100.0,2286.99,2298.7583999999997,2058.2909999999997,1,1726551900.0,2301.84,-14.850000000000364,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1726559100.0,2309.18,2292.08306,2540.098,1,1726653600.0,2284.39,-24.789999999999964,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,long,1726656300.0,2305.2,2279.1825,2535.72,1,1726804800.0,2539.4,234.20000000000027,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1726805700.0,2539.27,2530.9779000000003,2793.197,1,1726839000.0,2525.62,-13.650000000000091,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1726840800.0,2519.19,2506.1351999999997,2771.1090000000004,1,1727800200.0,2494.39,-24.800000000000182,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1727804700.0,2505.99,2421.0549800000003,2756.589,1,1727892000.0,2415.57,-90.41999999999962,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,long,1727901900.0,2386.1,2358.0544400000003,2624.71,1,1727942400.0,2343.98,-42.11999999999989,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1727947800.0,2347.17,2338.9128,2581.887,1,1727960400.0,2338.21,-8.960000000000036,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,short,1727965800.0,2327.58,2373.18827,2094.8219999999997,1,1728006300.0,2377.56,-49.98000000000002,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,long,1728011700.0,2363.07,2353.2890399999997,2599.3770000000004,1,1728583200.0,2351.24,-11.830000000000382,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1728589500.0,2367.13,2346.10838,2603.8430000000003,1,1728915300.0,2612.46,245.32999999999993,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1728917100.0,2622.59,2614.05142,2884.8490000000006,1,1728963900.0,2612.32,-10.269999999999982,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1728964800.0,2611.33,2595.1875600000003,2872.463,1,1728970200.0,2592.93,-18.40000000000009,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1728973800.0,2604.61,2599.37084,2865.0710000000004,1,1728991800.0,2596.01,-8.599999999999909,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1728992700.0,2586.2,2569.68996,2844.82,1,1729003500.0,2568.01,-18.1899999999996,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1729004400.0,2561.4,2527.21056,2817.5400000000004,1,1729700100.0,2517.0,-44.40000000000009,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,short,1729701000.0,2512.1,2549.15459,2260.89,1,1729730700.0,2549.48,-37.38000000000011,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,short,1729746000.0,2558.47,2569.71792,2302.6229999999996,1,1730152800.0,2580.66,-22.190000000000055,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1730153700.0,2566.61,2561.30712,2823.271,1,1730385000.0,2557.46,-9.150000000000091,TP/SL/BMS/CHOCH,A,False
ETHUSDT,15m,FifteenMinStrategy,long,1730387700.0,2571.1,2533.60631,2828.21,1,1730397600.0,2529.8,-41.29999999999973,TP/SL/BMS/CHOCH,AB,False
ETHUSDT,15m,FifteenMinStrategy,long,1730398500.0,2523.4,2501.9519999999998,2775.7400000000002,1,1730425500.0,2501.51,-21.889999999999873,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1730426400.0,2483.81,2457.79932,2732.1910000000003,1,1730600100.0,2455.81,-28.0,TP/SL/BMS/CHOCH,B,False
ETHUSDT,15m,FifteenMinStrategy,long,1730601000.0,2444.05,2423.0688,2688.4550000000004,1,1730658600.0,2418.49,-25.5600000000004,TP/SL/BMS/CHOCH,B,False
